Agency ID ,Agency Code,Center,Center Search Status,Facility,Occupied,Status,URL Link,Record Date,Last Update,Address,City,State,ZIP,Country,Contact,Mail Stop,Phone
350,NASA 2,Marshall Space Flight Center,Public,Neutral Buoyancy Facility 4705 ,1968,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
351,NASA 2,Marshall Space Flight Center,Public,Propulsion Research and Development Laboratory,2005,Active,,10/08/2006,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
352,NASA 2,Marshall Space Flight Center,Public,Stray Light Vacuum Chamber Facility 4487,,Active,,17/07/2010,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
353,NASA 2,Marshall Space Flight Center,Public,Subscale Rocket Motor Processing Fac 4707,1956,Active,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
354,NASA 2,Marshall Space Flight Center,Public,Sun Spot Thermal Vacuum Chamber - 4619,,Active,,18/07/2010,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
355,NASA 2,Marshall Space Flight Center,Public,V20 Thermal Vacuum Chamber - 4619,,Active,,18/07/2010,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
356,NASA 2,Marshall Space Flight Center,Public,Vacuum Drop Tube Facility 4550 ,1965,Inactive,,01/03/1996,31/03/2014,MARSHALL SPACE FLIGHT CENTER,MSFC,AL,35812,US,Roslin HIcks,AS21/4250,256-544-7795
357,NASA 2,Michoud Assembly Facility,Public,Chemical Cleaning Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,28/01/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
358,NASA 2,Michoud Assembly Facility,Public,Component Ablator Facility Mix Room,1985,Active,http://mafbusiness.msfc.nasa.gov/,06/04/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
359,NASA 2,Michoud Assembly Facility,Public,Component Ablator Facility SLA Spray Preparation Area,1985,Active,http://mafbusiness.msfc.nasa.gov/,06/04/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
360,NASA 2,Michoud Assembly Facility,Public,Component Ablator Facility SLA Spray Room,1985,Active,http://mafbusiness.msfc.nasa.gov/,07/04/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
361,NASA 2,Michoud Assembly Facility,Public,Component Painting Facility,,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
362,NASA 2,Michoud Assembly Facility,Public,Friction Stir Welding Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,09/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
363,NASA 2,Michoud Assembly Facility,Public,Harness Fabrication Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
364,NASA 2,Michoud Assembly Facility,Public,Heat Treating Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
365,NASA 2,Michoud Assembly Facility,Public,High Bay Facility,1982,Active,http://mafbusiness.msfc.nasa.gov/,03/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
366,NASA 2,Michoud Assembly Facility,Public,LH2 Ablator Spray Facility,1980,Active,http://mafbusiness.msfc.nasa.gov/,06/04/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
367,NASA 2,Michoud Assembly Facility,Public,Machine Shop Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,02/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
368,NASA 2,Michoud Assembly Facility,Public,Major Component Cleaning Facility,1943,Inactive,http://mafbusiness.msfc.nasa.gov/,02/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
369,NASA 2,Michoud Assembly Facility,Public,Port Michoud Facility,1963,Active,http://mafbusiness.msfc.nasa.gov/,29/01/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
370,NASA 2,Michoud Assembly Facility,Public,Precision Cleaning Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,03/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
371,NASA 2,Michoud Assembly Facility,Public,Riveting Facility,1943,Active,http://mafbusiness.msfc.nasa.gov/,09/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
372,NASA 2,Michoud Assembly Facility,Public,Thermal Protection System Area,1963,Active,http://mafbusiness.msfc.nasa.gov/,06/04/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
373,NASA 2,Michoud Assembly Facility,Public,Vertical Assembly Facility,1963,Active,http://mafbusiness.msfc.nasa.gov/,03/02/2009,19/02/2013,PO Box 29300,New Orleans,LA,70189,US,Ernest Graham,AS60,504.257-2619
374,NASA 2,NASA Aircraft Management Division,Public,ARC Scientific Instrumentation Evaluation Remote Research Aircraft (SIERRA),,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
375,NASA 2,NASA Aircraft Management Division,Public,DFRC B-200 Super Kingair Research/Support Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/KingAir/index.html,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
376,NASA 2,NASA Aircraft Management Division,Public,DFRC DC-8 Earth Science Research Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/DC-8/index.html,07/10/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
377,NASA 2,NASA Aircraft Management Division,Public,DFRC ER-2 High Altitude Research Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/ER-2/index.html,08/09/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
378,NASA 2,NASA Aircraft Management Division,Public,DFRC F/A-18 Research Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/F-18_853/index.html,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
379,NASA 2,NASA Aircraft Management Division,Public,DFRC F-15B/D Research Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/F-15B/index.html,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
380,NASA 2,NASA Aircraft Management Division,Public,DFRC Gulfstream G-III Research Aircraft,,Active,http://www.nasa.gov/centers/dryden/aircraft/G-III_UAVSAR/index.html,07/10/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
381,NASA 2,NASA Aircraft Management Division,Public,DFRC Ikhana (Predator B) Unmanned Aerial System,,Active,http://www.nasa.gov/centers/dryden/aircraft/Ikhana/index.html,07/10/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
382,NASA 2,NASA Aircraft Management Division,Public,DFRC RQ-4 Global Hawk Unmanned Aerial System,,Active,http://www.nasa.gov/centers/dryden/aircraft/GlobalHawk/index.html,07/10/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
383,NASA 2,NASA Aircraft Management Division,Public,DFRC Stratospheric Observatory for Infrared Astronomy (SOFIA) Aircraft,,Active,http://www.nasa.gov/centers/dryden/news/FactSheets/FS-096-DFRC.html,07/10/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
384,NASA 2,NASA Aircraft Management Division,Public,GRC DHC-6 Twin Otter Research Aircraft,,Active,http://icebox-esn.grc.nasa.gov/facilities/otter.html,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
385,NASA 2,NASA Aircraft Management Division,Public,GRC Learjet 25 Research Aircraft,,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
386,NASA 2,NASA Aircraft Management Division,Public,GRC S-3B Viking Research Aircraft,,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
387,NASA 2,NASA Aircraft Management Division,Public,JSC B-377G Super Guppy Support Aircraft,,Active,http://jsc-aircraft-ops.jsc.nasa.gov/guppy/index.html,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
388,NASA 2,NASA Aircraft Management Division,Public,JSC WB-57 High Altitude Research Aircraft,,Active,http://jsc-aircraft-ops.jsc.nasa.gov/wb57/index.html,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
389,NASA 2,NASA Aircraft Management Division,Public,LaRC B-200 Super King Air Research Aircraft,,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
390,NASA 2,NASA Aircraft Management Division,Public,LaRC Cessna 206 Stationair Research Aircraft,,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
391,NASA 2,NASA Aircraft Management Division,Public,LaRC Cirrus SR-22 Research Aircraft,,Active,,04/11/2009,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
392,NASA 2,NASA Aircraft Management Division,Public,LaRC HU-25C Falcon Research Aircraft,,Active,http://airbornescience.nasa.gov/aircraft/HU-25C_Falcon,22/07/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721,
393,NASA 2,NASA Aircraft Management Division,Public,LaRC Lancair Columbia 300 Research Aircraft,,Inactive,,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
394,NASA 2,NASA Aircraft Management Division,Public,LaRC OV-10G Research Aircraft,,Inactive,,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
395,NASA 2,NASA Aircraft Management Division,Public,WFF C-23 Sherpa Airborne Research Aircraft,,Active,http://airbornescience.nasa.gov/aircraft/C-23_Sherpa,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721,
396,NASA 2,NASA Aircraft Management Division,Public,WFF P-3B Research Aircraft,,Active,http://wacop.wff.nasa.gov/LAAPBDesc.cfm,04/11/2009,13/02/2013,"300 E St, SW",Washington,DC,20546,US,Hsien (Shen) Yen,LD010,202 358 4721
397,NASA 2,Stennis Space Center,Public,A Complex Test Control Center (TCC) #4110,1966,Active,,01/03/1996,02/09/2014,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
398,NASA 2,Stennis Space Center,Public,B Complex Test Control Center (TCC) #4210,1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
399,NASA 2,Stennis Space Center,Public,"Barge, Liquid Hydrogen (3 each)",1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
400,NASA 2,Stennis Space Center,Public,"Barge, Liquid Oxygen (6 each)",1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
401,NASA 2,Stennis Space Center,Public,"Canals, Lock & Dock System #0036,2310,2311,2317",1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
402,NASA 2,Stennis Space Center,Public,Communications Building #1201,1965,Active,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
403,NASA 2,Stennis Space Center,Public,Cryogenics Docks #0008,1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
404,NASA 2,Stennis Space Center,Public,Data Acquisition Facility (DAF) #4995,1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
405,NASA 2,Stennis Space Center,Public,Electrical Distribution System #0010,1964,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
406,NASA 2,Stennis Space Center,Public,Emergency Power Generating System #4400,1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
407,NASA 2,Stennis Space Center,Public,Engine Processing Building #3202,1965,Inactive,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
408,NASA 2,Stennis Space Center,Public,"High Pressure Gas Facility #0041,3305,6,9,10,11",1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
409,NASA 2,Stennis Space Center,Public,High Pressure Industrial Water Plant #4400,1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
410,NASA 2,Stennis Space Center,Public,Hydrogen Transfer Facility #3415,1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
411,NASA 2,Stennis Space Center,Public,Industrial Water Reservoir #4325,1966,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
412,NASA 2,Stennis Space Center,Public,Measurement Standards & Calibration Lab #8100,1966,Active,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
413,NASA 2,Stennis Space Center,Public,Propellant Transfer & Storage Facility #3414,1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
414,NASA 2,Stennis Space Center,Public,Push Boat,1965,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
415,NASA 2,Stennis Space Center,Public,"Repair, Fab. & Fluid Component Proc. #2201,2205,5A",1964,Active,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
416,NASA 2,Stennis Space Center,Public,Science Laboratory #8110,1966,Active,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
417,NASA 2,Stennis Space Center,Public,Sensor Laboratory #1105,1966,Active,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
418,NASA 2,Stennis Space Center,Public,Test Facility E-1 #4050,1992,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
419,NASA 2,Stennis Space Center,Public,Test Facility E-2 #4001,1994,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
420,NASA 2,Stennis Space Center,Public,Test Facility E-3 #4071,,Active,http://rockettest.nasa.gov,11/12/2000,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
421,NASA 2,Stennis Space Center,Public,Test Facility H-1 #5001,1995,Inactive,,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
422,NASA 2,Stennis Space Center,Public,Test Operations Bldg. E Complex #4010,1991,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
423,NASA 2,Stennis Space Center,Public,Test Stand A-1 #4120,1967,Active,http://rockettest.nasa.gov,01/03/1996,30/01/2012,"PA10-Planning, Development, & Analysis Office",Stennis Space Center,MS,39529-6000,US,Robert Bruce,PA10,601-688-1646
424,NASA 2,Wallops Flight Facility/GSFC,Public,Launch Range,1959,Active,http://www.nasa.gov/centers/wallops,01/03/1996,11/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
425,NASA 2,Wallops Flight Facility/GSFC,Public,Main Base Laboratories and Shops,1959,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
426,NASA 2,Wallops Flight Facility/GSFC,Public,McMurdo Ground Station (MGS),1994,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
427,NASA 2,Wallops Flight Facility/GSFC,Public,Meteorological Facilities and ASRF,1959,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
428,NASA 2,Wallops Flight Facility/GSFC,Public,Mobile Range Systems,1960,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
429,NASA 2,Wallops Flight Facility/GSFC,Public,National Scientific Balloon Facility,1977,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
430,NASA 2,Wallops Flight Facility/GSFC,Public,Poker Flat Research Range & SAR Facility,1970,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
431,NASA 2,Wallops Flight Facility/GSFC,Public,Wallops Orbital Tracking Station,1960,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
432,NASA 2,Wallops Flight Facility/GSFC,Public,WFF Research Airport,1958,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
433,NASA 2,Wallops Flight Facility/GSFC,Public,White Sands Missile Range,1964,Active,http://www.nasa.gov/centers/wallops,01/03/1996,19/07/2013,Code 802,Wallops Island,VA,23337-5099,US,Scott H. Schaire,F-6,757-824-1120
434,OSC,Orbital Satellite Manufacturing Facility - Arizona,Public,15 X 20 Thermal Vacuum Test Facility,,Active,http://www.orbital.com/NewsInfo/Publications/SMF_Arizona.pdf,22/11/2011,28/08/2013,1721 Elliot Road,Gibert,AZ,85223,US,"GaryRico, Lead Thermal Vacuum Test Engineer",N/A,480 355 7275
435,RAYTHEON,Raytheon Space and Airborne Systems - El Segundo,Public,Anechoic Chambers,,Active,http://www.raytheon.com/capabilities/products/labs/,26/06/2012,12/09/2013,2000 E. El Segundo Blvd.,El Segundo,CA,90245,US,Paul N. Stovner,A130,310-647-4171
436,RAYTHEON,Raytheon Space and Airborne Systems - El Segundo,Public,Climatics Test Area,,Active,http://www.raytheon.com/capabilities/products/labs/,26/06/2012,12/09/2013,2000 E. El Segundo Blvd.,El Segundo,CA,90245,US,Paul N. Stovner,A130,310-647-4171
437,RAYTHEON,Raytheon Space and Airborne Systems - El Segundo,Public,Component Test and Analysis Laboratories,,Active,http://www.raytheon.com/capabilities/products/ctal/,26/06/2012,26/06/2012,2000 E. El Segundo Blvd.,El Segundo,CA,90245,US,Paul N. Stovner,A130,310-647-4171
438,RAYTHEON,Raytheon Space and Airborne Systems - El Segundo,Public,Sensor Thermal Vacuum Chamber - Integrated Test Facility,,Active,http://www.raytheon.com/capabilities/products/labs/,26/06/2012,26/06/2012,2000 E. El Segundo Blvd.,El Segundo,CA,90245,US,Paul N. Stovner,A130,310-647-4171
439,RAYTHEON,Raytheon Space and Airborne Systems - El Segundo,Public,Vibration Test Laboratory,,Active,http://www.raytheon.com/capabilities/products/labs/,26/06/2012,12/09/2013,2000 E. El Segundo Blvd.,El Segundo,CA,90245,US,Paul N. Stovner,A130,310-647-4171
